Blinded Mouse Letter	Fecal Pellet Number	Fecal Pellet Section	Initials	Measurement Number	Measurement																				
F	4	7	NS	1	22.764																				
F	4	7	NS	2	26.829																				
F	4	7	NS	3	29.144																				
F	4	7	NS	4	31.624																				
F	4	7	NS	5	27.075																				
G	1	1	NS	1	31.572																				
G	1	1	NS	2	48.153																				
G	1	1	NS	3	38.099																				
G	1	1	NS	4	40.78																				
G	1	1	NS	5	74.956																				
G	1	8	NS	1	38.064																				
G	1	8	NS	2	31.286																				
G	1	8	NS	3	39.039																				
G	1	8	NS	4	59.866																				
G	1	8	NS	5	26.839																				
G	2	2A	NS	1	19.58																				
G	2	2A	NS	2	58.559																				
G	2	2A	NS	3	47.182																				
G	2	2A	NS	4	76.578																				
G	2	2A	NS	5	39.058																				
G	2	5A	NS	1	245.456																				
G	2	5A	NS	2	58.697																				
G	2	5A	NS	3	31.041																				
G	2	5A	NS	4	63.134																				
G	2	5A	NS	5	181.078																				
G	3	3	NS	1	105.569																				
G	3	3	NS	2	90.217																				
G	3	3	NS	3	170.205																				
G	3	3	NS	4	45.704																				
G	3	3	NS	5	64.58																				
G	3	8	NS	1	42.681																				
G	3	8	NS	2	50.196																				
G	3	8	NS	3	88.18																				
G	3	8	NS	4	202.685																				
G	3	8	NS	5	83.355																				
G	4	5	NS	1	52.437																				
G	4	5	NS	2	30.246																				
G	4	5	NS	3	87.94																				
G	4	5	NS	4	152.43																				
G	4	5	NS	5	97.899																				
G	4	8	NS	1	59.866																				
G	4	8	NS	2	41.843																				
G	4	8	NS	3	96.629																				
G	4	8	NS	4	126.797																				
G	4	8	NS	5	49.212																				
H	2	2	NS	1	83.293																				
H	2	2	NS	2	53.683																				
H	2	2	NS	3	36.54																				
H	2	2	NS	4	38.375																				
H	2	2	NS	5	71.711																				
H	2	6	NS	1	69.276																				
H	2	6	NS	2	27.758																				
H	2	6	NS	3	24.107																				
H	2	6	NS	4	47.222																				
H	2	6	NS	5	42.442																				
H	3	3	NS	1	38.044																				
H	3	3	NS	2	27.29																				
H	3	3	NS	3	12.979																				
H	3	3	NS	4	43.119																				
H	3	3	NS	5	27.044																				
H	3	4	NS	1	26.609																				
H	3	4	NS	2	42.833																				
H	3	4	NS	3	18.48																				
H	3	4	NS	4	23.822																				
H	3	4	NS	5	26.707																				
I	2	1	NS	1	46.625																				
I	2	1	NS	2	46.016																				
I	2	1	NS	3	34.705																				
I	2	1	NS	4	43.279																				
I	2	1	NS	5	45.541																				
I	2	5	NS	1	35.882																				
I	2	5	NS	2	39.254																				
I	2	5	NS	3	34.776																				
I	2	5	NS	4	31.724																				
I	2	5	NS	5	31.575																				
I	3	1	NS	1	36.132																				
I	3	1	NS	2	25.282																				
I	3	1	NS	3	27.239																				
I	3	1	NS	4	23.032																				
I	3	1	NS	5	30.512																				
I	3	4	NS	1	19.542																				
I	3	4	NS	2	40.284																				
I	3	4	NS	3	36.872																				
I	3	4	NS	4	30.813																				
I	3	4	NS	5	18.713																				
J	2	1	NS	1	21.499																				
J	2	1	NS	2	18.714																				
J	2	1	NS	3	32.056																				
J	2	1	NS	4	21.024																				
J	2	1	NS	5	43.863																				
J	2	11	NS	1	31.804																				
J	2	11	NS	2	44.487																				
J	2	11	NS	3	39.401																				
J	2	11	NS	4	25.52																				
J	2	11	NS	5	17.446																				
J	3	2	NS	1	18.931																				
J	3	2	NS	2	23.774																				
J	3	2	NS	3	18.46																				
J	3	2	NS	4	39.024																				
J	3	2	NS	5	32.23																				
J	3	11	NS	1	38.43																				
J	3	11	NS	2	66.367																				
J	3	11	NS	3	30.744																				
J	3	11	NS	4	81.551																				
J	3	11	NS	5	28.448																				
J	4	5	NS	1	35.765																				
J	4	5	NS	2	27.729																				
J	4	5	NS	3	36.845																				
J	4	5	NS	4	20.554																				
J	4	5	NS	5	38.002																				
J	4	9	NS	1	29.348																				
J	4	9	NS	2	29.348																				
J	4	9	NS	3	35.838																				
J	4	9	NS	4	20.568																				
J	4	9	NS	5	19.988																				
J	5	7	NS	1	48.868																				
J	5	7	NS	2	43.365																				
J	5	7	NS	3	18.699																				
J	5	7	NS	4	81.629																				
J	5	7	NS	5	50.642																				
J	5	9	NS	1	36.621																				
J	5	9	NS	2	34.049																				
J	5	9	NS	3	19.325																				
J	5	9	NS	4	33.015																				
J	5	9	NS	5	54.69																				
K	3	6	NS	1	18.273																				
K	3	6	NS	2	10.95																				
K	3	6	NS	3	23.13																				
K	3	6	NS	4	26.126																				
K	3	6	NS	5	18.474																				
K	3	7	NS	1	16.317																				
K	3	7	NS	2	29.163																				
K	3	7	NS	3	23.608																				
K	3	7	NS	4	33.028																				
K	3	7	NS	5	20.759																				
L	2	4	NS	1	41.218																				
L	2	4	NS	2	87.697																				
L	2	4	NS	3	63.758																				
L	2	4	NS	4	41.768																				
L	2	4	NS	5	124.173																				
L	2	5	NS	1	61.362																				
L	2	5	NS	2	76.053																				
L	2	5	NS	3	72.171																				
L	2	5	NS	4	85.864																				
L	2	5	NS	5	65.198																				
L	3	6	NS	1	61.775																				
L	3	6	NS	2	70.082																				
L	3	6	NS	3	57.179																				
L	3	6	NS	4	27.17																				
L	3	6	NS	5	35.363																				
L	3	7	NS	1	45.083																				
L	3	7	NS	2	36.605																				
L	3	7	NS	3	80.325																				
L	3	7	NS	4	68.473																				
L	3	7	NS	5	62.977																				
M	2	5	NS	1	25.883																				
M	2	5	NS	2	21.569																				
M	2	5	NS	3	36.433																				
M	2	5	NS	4	38.072																				
M	2	5	NS	5	18.73																				
M	2	6	NS	1	30.851																				
M	2	6	NS	2	16.614																				
M	2	6	NS	3	34.603																				
M	2	6	NS	4	17.588																				
M	2	6	NS	5	17.37																				
N	2	5	NS	1	33.239																				
N	2	5	NS	2	29.332																				
N	2	5	NS	3	31.04																				
N	2	5	NS	4	70.365																				
N	2	5	NS	5	42.201																				
N	2	6	NS	1	44.433																				
N	2	6	NS	2	46.151																				
N	2	6	NS	3	17.881																				
N	2	6	NS	4	46.915																				
N	2	6	NS	5	30.242																				
O	2	1	NS	1	30.626																				
O	2	1	NS	2	57.377																				
O	2	1	NS	3	22.435																				
O	2	1	NS	4	27.609																				
O	2	1	NS	5	22.755																				
O	2	6	NS	1	25.744																				
O	2	6	NS	2	16.282																				
O	2	6	NS	3	26.681																				
O	2	6	NS	4	21.632																				
O	2	6	NS	5	25.455																				
O	3	1	NS	1	29.023																				
O	3	1	NS	2	26.356																				
O	3	1	NS	3	40.069																				
O	3	1	NS	4	39.349																				
O	3	1	NS	5	43.49																				
O	3	6	NS	1	25.484																				
O	3	6	NS	2	24.349																				
O	3	6	NS	3	38.652																				
O	3	6	NS	4	30.471																				
O	3	6	NS	5	36.275																				
P	3	4	NS	1	29.963																				
P	3	4	NS	2	23.173																				
P	3	4	NS	3	10.975																				
P	3	4	NS	4	18.498																				
P	3	4	NS	5	13.216																				
P	3	6	NS	1	24.641																				
P	3	6	NS	2	28.601																				
P	3	6	NS	3	14.048																				
P	3	6	NS	4	10.143																				
P	3	6	NS	5	5.548																				
Q	1	4	NS	1	39.646																				
Q	1	4	NS	2	15.786																				
Q	1	4	NS	3	13.531																				
Q	1	4	NS	4	18.962																				
Q	1	4	NS	5	14.634																				
Q	1	9	NS	1	47.831																				
Q	1	9	NS	2	32.284																				
Q	1	9	NS	3	24.087																				
Q	1	9	NS	4	33.264																				
Q	1	9	NS	5	27.912																				
R	1	8	NS	1	21.773																				
R	1	8	NS	2	23.047																				
R	1	8	NS	3	31.675																				
R	1	8	NS	4	39.048																				
R	1	8	NS	5	29.574																				
R	1	9	NS	1	16.97																				
R	1	9	NS	2	18.406																				
R	1	9	NS	3	38.921																				
R	1	9	NS	4	12.501																				
R	1	9	NS	5	28.589																				
S	1	2	NS	1	175.727																				
S	1	2	NS	2	120																				
S	1	2	NS	3	85.51																				
S	1	2	NS	4	83.522																				
S	1	2	NS	5	120.067																				
S	1	3	NS	1	24.314																				
S	1	3	NS	2	51.447																				
S	1	3	NS	3	34.064																				
S	1	3	NS	4	18.128																				
S	1	3	NS	5	20.834																				
S	2	2	NS	1	77.665																				
S	2	2	NS	2	66.961																				
S	2	2	NS	3	56.148																				
S	2	2	NS	4	55.582																				
S	2	2	NS	5	73.622																				
S	2	5	NS	1	72.347																				
S	2	5	NS	2	54.177																				
S	2	5	NS	3	52.698																				
S	2	5	NS	4	77.946																				
S	2	5	NS	5	63.391																				
S	3	2	NS	1	25.303																				
S	3	2	NS	2	18.418																				
S	3	2	NS	3	27.406																				
S	3	2	NS	4	30.142																				
S	3	2	NS	5	22.03																				
S	3	6	NS	1	25.974																				
S	3	6	NS	2	21.141																				
S	3	6	NS	3	22.344																				
S	3	6	NS	4	24.727																				
S	3	6	NS	5	18.297																				
T	3	2	NS	1	17.383																				
T	3	2	NS	2	11.744																				
T	3	2	NS	3	20.446																				
T	3	2	NS	4	15.649																				
T	3	2	NS	5	24.807																				
T	3	6	NS	1	27.045																				
T	3	6	NS	2	13.023																				
T	3	6	NS	3	13.218																				
T	3	6	NS	4	16.993																				
T	3	6	NS	5	14.789																				
T	4	4	NS	1	63.781																				
T	4	4	NS	2	39.459																				
T	4	4	NS	3	89.9																				
T	4	4	NS	4	82.976																				
T	4	4	NS	5	51.088																				
T	4	7	NS	1	14.675																				
T	4	7	NS	2	22.088																				
T	4	7	NS	3	31.434																				
T	4	7	NS	4	16.594																				
T	4	7	NS	5	17.679																				
T	5	4	NS	1	17.26																				
T	5	4	NS	2	20.987																				
T	5	4	NS	3	23.514																				
T	5	4	NS	4	14.992																				
T	5	4	NS	5	17.505																				
T	5	5	NS	1	21.592																				
T	5	5	NS	2	18.655																				
T	5	5	NS	3	17.097																				
T	5	5	NS	4	14.757																				
T	5	5	NS	5	17.703																				
U	1	5	NS	1	108.175																				
U	1	5	NS	2	31.809																				
U	1	5	NS	3	251.655																				
U	1	5	NS	4	88.609																				
U	1	5	NS	5	90.289																				
U	1	6	NS	1	94.644																				
U	1	6	NS	2	174.071																				
U	1	6	NS	3	57.922																				
U	1	6	NS	4	86.884																				
U	1	6	NS	5	68.872																				
U	2	3	NS	1	42.791																				
U	2	3	NS	2	82.154																				
U	2	3	NS	3	92.661																				
U	2	3	NS	4	29.736																				
U	2	3	NS	5	71.907																				
U	2	5	NS	1	111.555																				
U	2	5	NS	2	57.078																				
U	2	5	NS	3	44.9																				
U	2	5	NS	4	81.079																				
U	2	5	NS	5	64.086																				
V	1	4	NS	1	35.293																				
V	1	4	NS	2	24.158																				
V	1	4	NS	3	29.287																				
V	1	4	NS	4	22.895																				
V	1	4	NS	5	25.791																				
V	1	7	NS	1	31.65																				
V	1	7	NS	2	29.926																				
V	1	7	NS	3	26.738																				
V	1	7	NS	4	23.069																				
V	1	7	NS	5	14.441																				
W	1	2	NS	1	14.512																				
W	1	2	NS	2	21.44																				
W	1	2	NS	3	25.724																				
W	1	2	NS	4	31.644																				
W	1	2	NS	5	20.274																				
W	1	3	NS	1	16.349																				
W	1	3	NS	2	23.489																				
W	1	3	NS	3	28.894																				
W	1	3	NS	4	7.497																				
W	1	3	NS	5	10.323																				
W	2	3	NS	1	13.125																				
W	2	3	NS	2	12.867																				
W	2	3	NS	3	11.941																				
W	2	3	NS	4	11.154																				
W	2	3	NS	5	13.731																				
W	2	4	NS	1	11.178																				
W	2	4	NS	2	12.745																				
W	2	4	NS	3	15.808																				
W	2	4	NS	4	21.05																				
W	2	4	NS	5	14.706																				
W	3	2	NS	1	4.713																				
W	3	2	NS	2	6.026																				
W	3	2	NS	3	30.83																				
W	3	2	NS	4	26.948																				
W	3	2	NS	5	14.438																				
W	3	3	NS	1	13.646																				
W	3	3	NS	2	35.431																				
W	3	3	NS	3	10.145																				
W	3	3	NS	4	11.958																				
W	3	3	NS	5	8.828																				
W	4	3	NS	1	23.655																				
W	4	3	NS	2	5.262																				
W	4	3	NS	3	16.727																				
W	4	3	NS	4	8.169																				
W	4	3	NS	5	18.329																				
W	4	4	NS	1	16.68																				
W	4	4	NS	2	6.508																				
W	4	4	NS	3	19.792																				
W	4	4	NS	4	13.789																				
W	4	4	NS	5	5.56																				
X	1	1	NS	1	9.203																				
X	1	1	NS	2	6.54																				
X	1	1	NS	3	6.918																				
X	1	1	NS	4	4.693																				
X	1	1	NS	5	11.641																				
X	1	5	NS	1	6.651																				
X	1	5	NS	2	8.503																				
X	1	5	NS	3	5.833																				
X	1	5	NS	4	4.125																				
X	1	5	NS	5	7.961																				
Y	2	4	NS	1	7.428																				
Y	2	4	NS	2	9.328																				
Y	2	4	NS	3	5.566																				
Y	2	4	NS	4	9.328																				
Y	2	4	NS	5	6.515																				
Y	2	5	NS	1	15.489																				
Y	2	5	NS	2	11.561																				
Y	2	5	NS	3	6.428																				
Y	2	5	NS	4	6.395																				
Y	2	5	NS	5	7.024																				
Y	3	1	NS	1	35.829																				
Y	3	1	NS	2	31.217																				
Y	3	1	NS	3	24.258																				
Y	3	1	NS	4	7.982																				
Y	3	1	NS	5	49.534																				
Y	3	4	NS	1	61.736																				
Y	3	4	NS	2	28.641																				
Y	3	4	NS	3	35.141																				
Y	3	4	NS	4	29.568																				
Y	3	4	NS	5	35.609																				
Y	4	2	NS	1	6.776																				
Y	4	2	NS	2	4.84																				
Y	4	2	NS	3	4.285																				
Y	4	2	NS	4	5.213																				
Y	4	2	NS	5	7.372																				
Y	4	5	NS	1	3.07																				
Y	4	5	NS	2	3.932																				
Y	4	5	NS	3	7.276																				
Y	4	5	NS	4	6.191																				
Y	4	5	NS	5	4.967																				
Z	3	5	NS	1	19.945																				
Z	3	5	NS	2	5.439																				
Z	3	5	NS	3	5.717																				
Z	3	5	NS	4	16.548																				
Z	3	5	NS	5	12.487																				
Z	3	6	NS	1	7.276																				
Z	3	6	NS	2	5.821																				
Z	3	6	NS	3	10.513																				
Z	3	6	NS	4	5.866																				
Z	3	6	NS	5	4.392																				
AA	1	2	NS	1	13.23																				
AA	1	2	NS	2	11.058																				
AA	1	2	NS	3	23.889																				
AA	1	2	NS	4	15.758																				
AA	1	2	NS	5	15.012																				
AA	1	7	NS	1	10.341																				
AA	1	7	NS	2	20.817																				
AA	1	7	NS	3	9.163																				
AA	1	7	NS	4	19.62																				
AA	1	7	NS	5	14.657																				
AA	2	1	NS	1	18.329																				
AA	2	1	NS	2	8.569																				
AA	2	1	NS	3	17.812																				
AA	2	1	NS	4	5.604																				
AA	2	1	NS	5	25.1																				
AA	2	2	NS	1	17.701																				
AA	2	2	NS	2	18.323																				
AA	2	2	NS	3	16.216																				
AA	2	2	NS	4	34.398																				
AA	2	2	NS	5	14.886																				
AB	1	4	NS	1	21.401																				
AB	1	4	NS	2	50.777																				
AB	1	4	NS	3	12.293																				
AB	1	4	NS	4	24.042																				
AB	1	4	NS	5	14.578																				
AB	1	5	NS	1	12.714																				
AB	1	5	NS	2	41.575																				
AB	1	5	NS	3	6.629																				
AB	1	5	NS	4	23.681																				
AB	1	5	NS	5	27.566																				
AB	2	3	NS	1	17.754																				
AB	2	3	NS	2	20.728																				
AB	2	3	NS	3	37.079																				
AB	2	3	NS	4	99.215																				
AB	2	3	NS	5	33.84																				
AB	2	4	NS	1	23.938																				
AB	2	4	NS	2	27.417																				
AB	2	4	NS	3	40.844																				
AB	2	4	NS	4	36.973																				
AB	2	4	NS	5	74.507																				
AB	3	3	NS	1	113.431																				
AB	3	3	NS	2	88.794																				
AB	3	3	NS	3	145.325																				
AB	3	3	NS	4	191.166																				
AB	3	3	NS	5	135.619																				
AB	3	6	NS	1	239.597																				
AB	3	6	NS	2	75.502																				
AB	3	6	NS	3	215.1																				
AB	3	6	NS	4	331.565																				
AB	3	6	NS	5	69.413																				
AC	1	4	NS	1	19.578																				
AC	1	4	NS	2	27.024																				
AC	1	4	NS	3	31.013																				
AC	1	4	NS	4	36.572																				
AC	1	4	NS	5	40.466																				
AC	1	5	NS	1	28.126																				
AC	1	5	NS	2	23.353																				
AC	1	5	NS	3	20.29																				
AC	1	5	NS	4	36.208																				
AC	1	5	NS	5	35.072																				
AC	2	2	NS	1	25.925																				
AC	2	2	NS	2	33.117																				
AC	2	2	NS	3	31.094																				
AC	2	2	NS	4	38.229																				
AC	2	2	NS	5	29.185																				
AC	2	4	NS	1	27.055																				
AC	2	4	NS	2	47.366																				
AC	2	4	NS	3	26.666																				
AC	2	4	NS	4	35.893																				
AC	2	4	NS	5	44.502																				
AD	1	3	NS	1	57.207																				
AD	1	3	NS	2	43.763																				
AD	1	3	NS	3	23.938																				
AD	1	3	NS	4	27.712																				
AD	1	3	NS	5	42.447																				
AD	1	5	NS	1	61.627																				
AD	1	5	NS	2	108.103																				
AD	1	5	NS	3	39.991																				
AD	1	5	NS	4	71.771																				
AD	1	5	NS	5	51.22																				
AD	2	2	NS	1	8.041																				
AD	2	2	NS	2	42.673																				
AD	2	2	NS	3	13.436																				
AD	2	2	NS	4	43.843																				
AD	2	2	NS	5	12.628																				
AD	2	4	NS	1	9.217																				
AD	2	4	NS	2	62.734																				
AD	2	4	NS	3	16.795																				
AD	2	4	NS	4	32.678																				
AD	2	4	NS	5	11.948																				
AD	3	2	NS	1	47.746																				
AD	3	2	NS	2	28.619																				
AD	3	2	NS	3	40.123																				
AD	3	2	NS	4	65.221																				
AD	3	2	NS	5	30.526																				
AD	3	3	NS	1	16.682																				
AD	3	3	NS	2	21.154																				
AD	3	3	NS	3	42.774																				
AD	3	3	NS	4	41.662																				
AD	3	3	NS	5	28.467																				
AD	4	3	NS	1	19.11																				
AD	4	3	NS	2	13.061																				
AD	4	3	NS	3	13.513																				
AD	4	3	NS	4	13.513																				
AD	4	3	NS	5	16.162																				
AD	4	8	NS	1	13.098																				
AD	4	8	NS	2	13.458																				
AD	4	8	NS	3	7.238																				
AD	4	8	NS	4	14.836																				
AD	4	8	NS	5	13.988																				
AE	1	3	NS	1	19.765																				
AE	1	3	NS	2	11.112																				
AE	1	3	NS	3	12.225																				
AE	1	3	NS	4	10.738																				
AE	1	3	NS	5	25.313																				
AE	1	6	NS	1	16.234																				
AE	1	6	NS	2	41.64																				
AE	1	6	NS	3	17.736																				
AE	1	6	NS	4	16.555																				
AE	1	6	NS	5	13.132																				
AF	1	3	NS	1	13.92																				
AF	1	3	NS	2	9.783																				
AF	1	3	NS	3	29.54																				
AF	1	3	NS	4	4.891																				
AF	1	3	NS	5	5.544																				
AF	1	6	NS	1	35.734																				
AF	1	6	NS	2	20.236																				
AF	1	6	NS	3	25.464																				
AF	1	6	NS	4	59.219																				
AF	1	6	NS	5	32.749																				
A	1	1	MA	1	22.951																				
A	1	1	MA	2	40.926																				
A	1	1	MA	3	19.672																				
A	1	1	MA	4	22.424																				
A	1	1	MA	5	20.329																				
A	1	6	MA	1	21.690																				
A	1	6	MA	2	21.796																				
A	1	6	MA	3	23.970																				
A	1	6	MA	4	17.550																				
A	1	6	MA	5	26.948																				
A	2	1	MA	1	44.679																				
A	2	1	MA	2	51.629																				
A	2	1	MA	3	63.021																				
A	2	1	MA	4	66.207																				
A	2	1	MA	5	72.363																				
A	2	2	MA	1	38.758																				
A	2	2	MA	2	72.960																				
A	2	2	MA	3	51.629																				
A	2	2	MA	4	57.140																				
A	2	2	MA	5	50.959																				
B	2	1	MA	1	46.901																				
B	2	1	MA	2	41.678																				
B	2	1	MA	3	52.889																				
B	2	1	MA	4	46.901																				
B	2	1	MA	5	44.649																				
B	2	2	MA	1	70.145																				
B	2	2	MA	2	37.150																				
B	2	2	MA	3	50.091																				
B	2	2	MA	4	39.696																				
B	2	2	MA	5	43.698																				
B	4	3	MA	1	47.266																				
B	4	3	MA	2	40.650																				
B	4	3	MA	3	31.235																				
B	4	3	MA	4	23.350																				
B	4	3	MA	5	35.025																				
B	4	5	MA	1	37.567																				
B	4	5	MA	2	42.993																				
B	4	5	MA	3	69.411																				
B	4	5	MA	4	28.454																				
B	4	5	MA	5	37.300																				
C	2	1	MA	1	32.230																				
C	2	1	MA	2	17.878																				
C	2	1	MA	3	20.568																				
C	2	1	MA	4	17.479																				
C	2	1	MA	5	28.122																				
C	2	3	MA	1	28.184																				
C	2	3	MA	2	31.268																				
C	2	3	MA	3	17.513																				
C	2	3	MA	4	24.719																				
C	2	3	MA	5	19.988																				
D	1	1	MA	1	30.637																				
D	1	1	MA	2	41.979																				
D	1	1	MA	3	57.460																				
D	1	1	MA	4	32.385																				
D	1	1	MA	5	35.057																				
D	1	7	MA	1	44.055																				
D	1	7	MA	2	37.729																				
D	1	7	MA	3	39.736																				
D	1	7	MA	4	33.658																				
D	1	7	MA	5	26.417																				
D	2	5	MA	1	24.465																				
D	2	5	MA	2	45.619																				
D	2	5	MA	3	30.707																				
D	2	5	MA	4	35.206																				
D	2	5	MA	5	35.828																				
D	2	6	MA	1	31.218																				
D	2	6	MA	2	28.880																				
D	2	6	MA	3	32.557																				
D	2	6	MA	4	26.531																				
D	2	6	MA	5	39.625																				
E	1	2	MA	1	24.258																				
E	1	2	MA	2	27.924																				
E	1	2	MA	3	38.724																				
E	1	2	MA	4	30.339																				
E	1	2	MA	5	30.475																				
E	1	3	MA	1	24.424																				
E	1	3	MA	2	28.870																				
E	1	3	MA	3	22.403																				
E	1	3	MA	4	15.841																				
E	1	3	MA	5	34.754																				
E	2	1	MA	1	30.369																				
E	2	1	MA	2	29.609																				
E	2	1	MA	3	21.224																				
E	2	1	MA	4	28.513																				
E	2	1	MA	5	57.723																				
E	2	3	MA	1	32.407																				
E	2	3	MA	2	34.902																				
E	2	3	MA	3	43.103																				
E	2	3	MA	4	45.714																				
E	2	3	MA	5	52.245																				
E	3	2	MA	1	27.276																				
E	3	2	MA	2	24.490																				
E	3	2	MA	3	18.599																				
E	3	2	MA	4	21.224																				
E	3	2	MA	5	23.204																				
E	3	3	MA	1	26.326																				
E	3	3	MA	2	20.652																				
E	3	3	MA	3	18.254																				
E	3	3	MA	4	29.972																				
E	3	3	MA	5	30.902																				
F	1	2	MA	1	20.136																				
F	1	2	MA	2	15.584																				
F	1	2	MA	3	26.326																				
F	1	2	MA	4	13.735																				
F	1	2	MA	5	14.804																				
F	1	3	MA	1	29.793																				
F	1	3	MA	2	19.009																				
F	1	3	MA	3	14.643																				
F	1	3	MA	4	17.298																				
F	1	3	MA	5	26.376																				
F	2	1	MA	1	23.675																				
F	2	1	MA	2	20.696																				
F	2	1	MA	3	28.767																				
F	2	1	MA	4	23.281																				
F	2	1	MA	5	31.277																				
F	2	8	MA	1	23.730																				
F	2	8	MA	2	37.693																				
F	2	8	MA	3	33.499																				
F	2	8	MA	4	20.812																				
F	2	8	MA	5	28.736																				
F	3	1	MA	1	35.807																				
F	3	1	MA	2	43.103																				
F	3	1	MA	3	29.433																				
F	3	1	MA	4	35.658																				
F	3	1	MA	5	28.570																				
F	3	8	MA	1	29.433																				
F	3	8	MA	2	31.168																				
F	3	8	MA	3	23.504																				
F	3	8	MA	4	33.103																				
F	3	8	MA	5	24.338																				
F	4	6	MA	1	32.325																				
F	4	6	MA	2	27.803																				
F	4	6	MA	3	35.253																				
F	4	6	MA	4	38.095																				
F	4	6	MA	5	32.160																				
F	4	7	MA	1	15.114																				
F	4	7	MA	2	26.874																				
F	4	7	MA	3	21.932																				
F	4	7	MA	4	25.104																				
F	4	7	MA	5	25.080																				
G	1	1	MA	1	60.209																				
G	1	1	MA	2	49.736																				
G	1	1	MA	3	61.197																				
G	1	1	MA	4	52.290																				
G	1	1	MA	5	56.441																				
G	1	8	MA	1	106.574																				
G	1	8	MA	2	51.445																				
G	1	8	MA	3	65.306																				
G	1	8	MA	4	48.850																				
G	1	8	MA	5	67.947																				
G	2	2B	MA	1	104.337																				
G	2	2B	MA	2	199.190																				
G	2	2B	MA	3	80.664																				
G	2	2B	MA	4	170.376																				
G	2	2B	MA	5	115.625																				
G	2	5B	MA	1	218.483																				
G	2	5B	MA	2	90.166																				
G	2	5B	MA	3	75.208																				
G	2	5B	MA	4	201.320																				
G	2	5B	MA	5	199.591																				
G	3	3	MA	1	49.735																				
G	3	3	MA	2	36.083																				
G	3	3	MA	3	123.962																				
G	3	3	MA	4	90.175																				
G	3	3	MA	5	75.797																				
G	3	8	MA	1	59.546																				
G	3	8	MA	2	43.333																				
G	3	8	MA	3	75.110																				
G	3	8	MA	4	93.561																				
G	3	8	MA	5	151.872																				
G	4	5	MA	1	93.915																				
G	4	5	MA	2	68.225																				
G	4	5	MA	3	134.161																				
G	4	5	MA	4	170.367																				
G	4	5	MA	5	150.151																				
G	4	8	MA	1	94.750																				
G	4	8	MA	2	97.959																				
G	4	8	MA	3	181.291																				
G	4	8	MA	4	128.992																				
G	4	8	MA	5	55.082																				
H	2	2	MA	1	38.588																				
H	2	2	MA	2	41.966																				
H	2	2	MA	3	38.822																				
H	2	2	MA	4	31.920																				
H	2	2	MA	5	21.010																				
H	2	6	MA	1	33.083																				
H	2	6	MA	2	18.727																				
H	2	6	MA	3	22.267																				
H	2	6	MA	4	30.738																				
H	2	6	MA	5	35.486																				
H	3	3	MA	1	32.474																				
H	3	3	MA	2	25.994																				
H	3	3	MA	3	44.190																				
H	3	3	MA	4	52.844																				
H	3	3	MA	5	36.446																				
H	3	4	MA	1	31.782																				
H	3	4	MA	2	28.467																				
H	3	4	MA	3	37.250																				
H	3	4	MA	4	58.618																				
H	3	4	MA	5	48.287																				
I	2	1	MA	1	27.975																				
I	2	1	MA	2	40.650																				
I	2	1	MA	3	37.960																				
I	2	1	MA	4	31.604																				
I	2	1	MA	5	39.160																				
I	2	5	MA	1	30.164																				
I	2	5	MA	2	57.093																				
I	2	5	MA	3	38.084																				
I	2	5	MA	4	23.062																				
I	2	5	MA	5	29.901																				
I	3	1	MA	1	35.803																				
I	3	1	MA	2	23.089																				
I	3	1	MA	3	43.333																				
I	3	1	MA	4	28.290																				
I	3	1	MA	5	29.793																				
I	3	4	MA	1	32.175																				
I	3	4	MA	2	21.602																				
I	3	4	MA	3	29.772																				
I	3	4	MA	4	21.517																				
I	3	4	MA	5	42.952																				
J	2	1	MA	1	43.388																				
J	2	1	MA	2	42.928																				
J	2	1	MA	3	54.298																				
J	2	1	MA	4	50.960																				
J	2	1	MA	5	45.503																				
J	2	11	MA	1	25.942																				
J	2	11	MA	2	20.809																				
J	2	11	MA	3	19.235																				
J	2	11	MA	4	19.849																				
J	2	11	MA	5	22.361																				
J	3	2	MA	1	35.698																				
J	3	2	MA	2	35.442																				
J	3	2	MA	3	19.325																				
J	3	2	MA	4	68.370																				
J	3	2	MA	5	30.376																				
J	3	11	MA	1	60.360																				
J	3	11	MA	2	31.277																				
J	3	11	MA	3	27.026																				
J	3	11	MA	4	28.069																				
J	3	11	MA	5	37.426																				
J	4	5	MA	1	65.221																				
J	4	5	MA	2	32.520																				
J	4	5	MA	3	39.092																				
J	4	5	MA	4	22.648																				
J	4	5	MA	5	27.424																				
J	4	9	MA	1	41.547																				
J	4	9	MA	2	42.498																				
J	4	9	MA	3	50.590																				
J	4	9	MA	4	36.343																				
J	4	9	MA	5	30.550																				
J	5	7	MA	1	26.663																				
J	5	7	MA	2	26.130																				
J	5	7	MA	3	39.160																				
J	5	7	MA	4	30.376																				
J	5	7	MA	5	54.005																				
J	5	9	MA	1	40.342																				
J	5	9	MA	2	30.699																				
J	5	9	MA	3	19.798																				
J	5	9	MA	4	18.270																				
J	5	9	MA	5	20.568																				
K	3	6	MA	1	25.949																				
K	3	6	MA	2	18.036																				
K	3	6	MA	3	23.848																				
K	3	6	MA	4	28.280																				
K	3	6	MA	5	18.349																				
K	3	7	MA	1	19.552																				
K	3	7	MA	2	19.578																				
K	3	7	MA	3	22.322																				
K	3	7	MA	4	22.322																				
K	3	7	MA	5	27.781																				
L	2	4	MA	1	90.121																				
L	2	4	MA	2	97.922																				
L	2	4	MA	3	39.275																				
